radionuclide,CL_lim,TFA_dt,FMA_dt,FMA_ct,FMA_lim,FMA_alpha,LNC_std,LNC_cern
Nb-95m,100.0,0.0,0.0,0,0.0,0,0.0,0.0309
Nb-96,1.0,0.0,0.0,0,0.0,0,0.0,1.29
Nb-97,10.0,0.0,0.0,0,0.0,0,0.0,0.388
Nb-98m,10.0,0.0,0.0,0,0.0,0,0.0,1.32
Nd-136,100.0,0.0,0.0,0,0.0,0,0.0,0.109
Nd-138,1000.0,0.0,0.0,0,0.0,0,0.0,0.00768
Nd-139,100.0,0.0,0.0,0,0.0,0,0.0,0.227
Nd-139m,10.0,0.0,0.0,0,0.0,0,0.0,0.765
Nd-140,10000.0,0.0,0.0,0,0.0,0,0.0,0.0
Nd-141,100.0,0.0,0.0,0,0.0,0,0.0,0.025
Nd-147,100.0,0.0,0.0,0,0.0,0,0.0,0.0599
Nd-149,100.0,0.0,0.0,0,0.0,0,0.0,0.185
Nd-151,10.0,0.0,0.0,0,0.0,0,0.0,0.379
Ni-56,10.0,0.0,0.0,0,0.0,0,0.0,0.869
Ni-57,10.0,0.0,0.0,0,0.0,0,0.0,0.765
Ni-59,100.0,10.0,0.1,3700,110000.0,1,0.0,0.0
Ni-63,100.0,10.0,1.0,3700,3200000.0,1,0.0,0.0
Ni-65,10.0,0.0,0.0,0,0.0,0,0.0,0.21
Ni-66,1000.0,0.0,0.0,0,0.0,0,0.0,0.0
Np-232,10.0,0.0,0.0,0,0.0,0,0.0,0.596
Np-233,100.0,0.0,0.0,0,0.0,0,0.0,0.00576
Np-234,10.0,0.0,0.0,0,0.0,0,0.0,0.364
Np-235,1000.0,10.0,1.0,3700,0.0,3,0.0,3e-05
Np-236,1.0,1.0,1.0,3700,0.0,2,0.0,0.0187
Np-236m,100.0,0.0,0.0,0,0.0,0,0.0,0.00581
Np-237,1.0,0.001,0.1,3700,0.0,2,0.0,0.00107
Np-238,10.0,0.0,0.0,0,0.0,0,0.0,0.285
Np-239,100.0,0.0,0.0,0,0.0,0,0.0,0.0475
Np-240,10.0,0.0,0.0,0,0.0,0,0.0,0.579
Np-240m,1000.0,0.0,0.0,0,0.0,0,0.0,0.169
O-15,100.0,0.0,0.0,0,0.0,0,0.0,0.621
Os-180,100.0,0.0,0.0,0,0.0,0,0.0,0.0
Os-181,10.0,0.0,0.0,0,0.0,0,0.0,0.108
Os-182,10.0,0.0,0.0,0,0.0,0,0.0,0.208
Os-185,1.0,0.0,0.0,0,0.0,0,0.0,0.373
Os-189m,10000.0,0.0,0.0,0,0.0,0,0.0,0.0
Os-191,100.0,0.0,0.0,0,0.0,0,0.0,0.00637
Os-191m,1000.0,0.0,0.0,0,0.0,0,0.0,0.0
Os-193,100.0,0.0,0.0,0,0.0,0,0.0,0.0296
Os-194,1.0,1.0,1.0,0,0.0,1,0.0,0.0
P-30,0.0,0.0,0.0,0,0.0,0,0.0,0.621
P-32,1000.0,0.0,1.0,0,0.0,1,0.0,0.0
P-33,1000.0,0.0,1.0,0,0.0,1,0.0,0.0
Pa-227,10.0,0.0,0.0,0,0.0,0,0.0,8e-05
Pa-228,10.0,0.0,0.0,0,0.0,0,0.0,0.602
Pa-230,10.0,0.0,0.0,0,0.0,0,0.0,0.324
Pa-231,0.01,0.01,0.1,3700,0.0,2,0.0,0.0166
Pa-232,10.0,0.0,0.0,0,0.0,0,0.0,0.482
Pa-233,10.0,0.0,0.0,0,0.0,0,0.0,0.0986
Pa-234,10.0,0.0,0.0,0,0.0,0,0.0,0.712
Pa-234m,100.0,0.0,0.0,0,0.0,0,0.0,0.00769
Pb-195m,10.0,0.0,0.0,0,0.0,0,0.0,0.815
Pb-198,100.0,0.0,0.0,0,0.0,0,0.0,0.197
Pb-199,10.0,0.0,0.0,0,0.0,0,0.0,0.42
Pb-200,10.0,0.0,0.0,0,0.0,0,0.0,0.0514
Pb-201,10.0,0.0,0.0,0,0.0,0,0.0,0.366
Pb-202,0.1,0.1,1.0,0,0.0,1,0.0,0.0
Pb-202m,10.0,0.0,0.0,0,0.0,0,0.0,1.07
Pb-203,10.0,0.0,0.0,0,0.0,0,0.0,0.133
Pb-205,10.0,10.0,1.0,0,0.0,1,0.0,0.0
Pb-209,1000.0,0.0,0.0,0,0.0,0,0.0,0.0
Pb-210,0.1,1.0,1.0,40,600000.0,3,0.0,0.0
Pb-211,100.0,0.0,0.0,0,0.0,0,0.0,0.0357
Pb-212,10.0,0.0,0.0,0,0.0,0,0.125,0.0571
Pb-214,100.0,0.0,0.0,0,0.0,0,0.145,0.126
Pd-100,1.0,0.0,0.0,0,0.0,0,0.0,0.0025
Pd-101,100.0,0.0,0.0,0,0.0,0,0.0,0.176
Pd-103,1000.0,0.0,0.0,0,0.0,0,0.0,6e-05
Pd-107,1000.0,10.0,0.0001,0,300000.0,1,0.0,0.0
Pd-109,100.0,0.0,0.0,0,0.0,0,0.0,0.00037
Pm-141,10.0,0.0,0.0,0,0.0,0,0.0,0.39
Pm-142,100.0,0.0,0.0,0,0.0,0,0.0,0.497
Pm-143,1.0,0.1,1.0,0,0.0,1,0.0,0.162
Pm-144,0.1,0.1,1.0,0,0.0,1,0.0,0.904
Pm-145,10.0,10.0,1.0,0,0.0,1,0.0,0.0
Pm-146,0.1,0.1,1.0,0,0.0,1,0.0,0.427
Pm-147,1000.0,10.0,1.0,37000,580000000.0,1,0.0,0.0
Pm-148,10.0,0.0,0.0,0,0.0,0,0.0,0.249
Pm-148m,1.0,0.0,0.0,0,0.0,0,0.0,1.14
Pm-149,1000.0,0.0,0.0,0,0.0,0,0.0,0.00645
Pm-150,10.0,0.0,0.0,0,0.0,0,0.0,0.639
Pm-151,10.0,0.0,0.0,0,0.0,0,0.0,0.167
Po-203,10.0,0.0,0.0,0,0.0,0,0.0,0.653
Po-205,10.0,0.0,0.0,0,0.0,0,0.0,0.672
Po-206,1.0,0.0,0.0,0,0.0,0,0.0,0.565
Po-207,10.0,0.0,0.0,0,0.0,0,0.0,0.607
Po-208,1.0,1.0,0.1,3700,0.0,3,0.0,2e-05
Po-209,1.0,1.0,0.1,3700,0.0,2,0.0,0.00267
Po-210,1.0,0.0,0.0,0,0.0,0,0.0,0.0
Po-212,10.0,0.0,0.0,0,0.0,0,0.0,0.0
Po-213,100.0,0.0,0.0,0,0.0,0,0.0,2e-05
Pr-136,10.0,0.0,0.0,0,0.0,0,0.0,1.04
Pr-137,100.0,0.0,0.0,0,0.0,0,0.0,0.195
Pr-138 ,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Pr-138m,10.0,0.0,0.0,0,0.0,0,0.0,1.27
Pr-139,100.0,0.0,0.0,0,0.0,0,0.0,0.0579
Pr-142,100.0,0.0,0.0,0,0.0,0,0.0,0.018
Pr-142m,10000000.0,0.0,0.0,0,0.0,0,0.0,0.0
Pr-143,1000.0,0.0,0.0,0,0.0,0,0.0,0.0
Pr-144,100.0,0.0,0.0,0,0.0,0,0.0,0.0101
Pr-144m,10.0,0.0,0.0,0,0.0,0,0.0,0.00076
Pr-145,1000.0,0.0,0.0,0,0.0,0,0.0,0.00948
Pr-147,10.0,0.0,0.0,0,0.0,0,0.0,0.374
Pt-186,10.0,0.0,0.0,0,0.0,0,0.0,0.343
Pt-188,10.0,0.0,0.0,0,0.0,0,0.0,0.0645
Pt-189,100.0,0.0,0.0,0,0.0,0,0.0,0.205
Pt-190,1.0,0.0,0.0,0,0.0,0,0.0,0.0
Pt-191,10.0,0.0,0.0,0,0.0,0,0.0,0.112
Pt-193,10.0,10.0,1.0,0,0.0,1,0.0,0.0
Pt-193m,1000.0,0.0,0.0,0,0.0,0,0.0,3e-05
Pt-195m,100.0,0.0,0.0,0,0.0,0,0.0,0.00078
Pt-197,1000.0,0.0,0.0,0,0.0,0,0.0,0.00317
Pt-197m,100.0,0.0,0.0,0,0.0,0,0.0,0.023
Pt-199,100.0,0.0,0.0,0,0.0,0,0.0,0.0892
Pt-200,100.0,0.0,0.0,0,0.0,0,0.0,0.0128
Pu-234,100.0,0.0,0.0,0,0.0,0,0.0,0.0
Pu-235,100.0,0.0,0.0,0,0.0,0,0.0,0.00603
Pu-236,1.0,0.1,0.1,3700,0.0,3,0.0,0.0
Pu-237,100.0,0.0,0.0,0,0.0,0,0.0,0.0008
Pu-238,0.1,0.1,10.0,3700,0.0,2,0.0,0.0
Pu-239,0.1,0.1,10.0,3700,0.0,2,0.0,2e-05
Pu-240,0.1,0.1,10.0,3700,0.0,2,0.0,0.0
Pu-241,10.0,10.0,10.0,3700,0.0,3,0.0,0.0
Pu-242,0.1,0.01,0.1,3700,0.0,2,0.0,0.0
Pu-243,1000.0,0.0,0.0,0,0.0,0,0.0,0.00174
Pu-244,0.1,0.1,0.1,3700,0.0,2,0.0,0.0
Pu-245,100.0,0.0,0.0,0,0.0,0,0.0,0.202
Pu-246,10.0,0.0,0.0,0,0.0,0,0.0,0.0335
Ra-223,10.0,0.0,0.0,0,0.0,0,0.0,0.0448
Ra-224,1.0,0.0,0.0,0,0.0,0,0.011,0.00496
Ra-225,10.0,0.0,0.0,0,0.0,0,0.0,0.0
Ra-226,0.01,0.1,0.1,37,190.0,2,0.724,0.00264
Ra-227,100.0,0.0,0.0,0,0.0,0,0.0,0.0714
Ra-228,0.1,0.1,1.0,0,0.0,1,0.0,0.0
Rb-79,10.0,0.0,0.0,0,0.0,0,0.0,0.813
Rb-80,1000.0,0.0,0.0,0,0.0,0,0.0,0.717
Rb-81,10.0,0.0,0.0,0,0.0,0,0.0,0.3
Rb-81m,1000.0,0.0,0.0,0,0.0,0,0.0,0.0101
Rb-82 ,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Rb-82m,10.0,0.0,0.0,0,0.0,0,0.0,1.5
Rb-83,1.0,0.0,0.0,0,0.0,0,0.334,0.293
Rb-84,1.0,0.0,0.0,0,0.0,0,0.0,0.486
Rb-86,100.0,0.0,0.0,0,0.0,0,0.0,0.0431
Rb-87,10.0,10.0,1.0,0,0.0,1,0.0,0.0
Rb-88,100.0,0.0,0.0,0,0.0,0,0.0,0.198
Rb-89,100.0,0.0,0.0,0,0.0,0,0.0,0.798
Re-177,10.0,0.0,0.0,0,0.0,0,0.0,0.236
Re-178,10.0,0.0,0.0,0,0.0,0,0.0,0.541
Re-180,100.0,0.0,0.0,0,0.0,0,0.0,0.577
Re-181,10.0,0.0,0.0,0,0.0,0,0.0,0.393
Re-182,1.0,0.0,0.0,0,0.0,0,0.0,0.707
Re-182m,10.0,0.0,0.0,0,0.0,0,0.0,0.46
Re-183,10.0,0.0,0.0,0,0.0,0,0.0,0.0257
Re-184,1.0,0.0,0.0,0,0.0,0,0.0,0.44
Re-184m,0.1,0.0,0.0,0,0.0,0,0.0,0.16
Re-186,1000.0,0.0,0.0,0,0.0,0,0.0,0.00311
Re-186m,1.0,10.0,1.0,0,0.0,1,0.0,0.0
Re-187,1000.0,0.0,0.0,0,0.0,0,0.0,0.0
Re-188,100.0,0.0,0.0,0,0.0,0,0.0,0.0246
Re-188m,100.0,0.0,0.0,0,0.0,0,0.0,0.00035
Re-189,100.0,0.0,0.0,0,0.0,0,0.0,0.0245
Rh-100,1.0,0.0,0.0,0,0.0,0,0.0,0.99
Rh-101,1.0,0.1,1.0,0,0.0,1,0.0,0.0981
Rh-101m,10.0,0.0,0.0,0,0.0,0,0.0,0.167
Rh-102,0.1,0.1,1.0,0,0.0,1,0.0,0.289
Rh-102m,1.0,0.1,1.0,0,0.0,1,0.0,1.18
Rh-103m,10000.0,0.0,0.0,0,0.0,0,0.0,0.0
Rh-105,100.0,0.0,0.0,0,0.0,0,0.0,0.0442
Rh-106 ,0.0,0.0,0.0,0,0.0,0,0.121,0.0
Rh-106m,10.0,0.0,0.0,0,0.0,0,0.0,1.43
Rh-107,100.0,0.0,0.0,0,0.0,0,0.0,0.177
Rh-99,10.0,0.0,0.0,0,0.0,0,0.0,0.26
Rh-99m,10.0,0.0,0.0,0,0.0,0,0.0,0.336
Rn-220,0.0,0.0,0.0,0,0.0,0,0.0,0.00038
Rn-222,0.0,0.0,0.0,0,0.0,0,0.0,0.00024
Ru-103,1.0,0.0,0.0,0,0.0,0,0.0,0.301
Ru-105,10.0,0.0,0.0,0,0.0,0,0.0,0.422
Ru-106,0.1,1.0,10.0,9000,120000000.0,1,0.0,0.0
Ru-94,100.0,0.0,0.0,0,0.0,0,0.0,0.285
Ru-97,10.0,0.0,0.0,0,0.0,0,0.0,0.109
S-35,100.0,0.0,1.0,0,0.0,1,0.0,0.0
Sb-115,10.0,0.0,0.0,0,0.0,0,0.0,0.522
Sb-116,10.0,0.0,0.0,0,0.0,0,0.0,0.96
Sb-116m,10.0,0.0,0.0,0,0.0,0,0.0,1.4
Sb-117,100.0,0.0,0.0,0,0.0,0,0.0,0.0576
Sb-118m,10.0,0.0,0.0,0,0.0,0,0.0,1.14
Sb-119,1000.0,0.0,0.0,0,0.0,0,0.0,0.0
Sb-120,100.0,0.0,0.0,0,0.0,0,0.0,0.264
Sb-120m,1.0,0.0,0.0,0,0.0,0,0.0,1.07
Sb-122,10.0,0.0,0.0,0,0.0,0,0.0,0.264
Sb-124,1.0,0.0,0.0,0,0.0,0,0.0,0.768
Sb-124n,100.0,0.0,0.0,0,0.0,0,0.0,0.0
Sb-125,0.1,0.1,1.0,37000,510000000.0,1,0.253,0.248
Sb-126,1.0,0.0,0.0,0,0.0,0,0.0,0.0
Sb-126m,10.0,0.0,0.0,0,0.0,0,0.0,0.905
Sb-127,10.0,0.0,0.0,0,0.0,0,0.0,0.4
Sb-128,10.0,0.0,0.0,0,0.0,0,0.0,1.72
Sb-128m,10.0,0.0,0.0,0,0.0,0,0.0,1.06
Sb-129,10.0,0.0,0.0,0,0.0,0,0.0,0.683
Sb-130,10.0,0.0,0.0,0,0.0,0,0.0,1.68
Sb-131,10.0,0.0,0.0,0,0.0,0,0.0,0.754
Sc-43,10.0,0.0,0.0,0,0.0,0,0.0,0.597
Sc-44,10.0,0.0,0.0,0,0.0,0,1.15,1.09
Sc-44m,10.0,0.0,0.0,0,0.0,0,0.0,0.143
Sc-46,0.1,0.0,0.0,0,0.0,0,0.0,0.969
Sc-47,100.0,0.0,0.0,0,0.0,0,0.0,0.0337
Sc-48,1.0,0.0,0.0,0,0.0,0,0.0,1.49
Sc-49,1000.0,0.0,0.0,0,0.0,0,0.0,0.00029
Se-70,10.0,0.0,0.0,0,0.0,0,0.0,0.46
Se-73,10.0,0.0,0.0,0,0.0,0,0.0,0.62
Se-73m,100.0,0.0,0.0,0,0.0,0,0.0,0.153
Se-75,1.0,0.0,1.0,0,0.0,1,0.0,0.17
Se-79,0.1,0.01,0.001,0,55000.0,1,0.0,0.0
Se-81,1000.0,0.0,0.0,0,0.0,0,0.0,0.00455
Se-81m,1000.0,0.0,0.0,0,0.0,0,0.0,0.00014
Se-83,10.0,0.0,0.0,0,0.0,0,0.0,1.11
Si-31,1000.0,0.0,0.0,0,0.0,0,0.0,0.00035
Si-32,100.0,10.0,1.0,0,0.0,1,0.0,0.0
Sm-141,10.0,0.0,0.0,0,0.0,0,0.0,0.717
Sm-141m,10.0,0.0,0.0,0,0.0,0,0.0,0.915
Sm-142,100.0,0.0,0.0,0,0.0,0,0.0,0.0464
Sm-145,100.0,10.0,1.0,0,0.0,1,0.0,1e-05
Sm-146,1.0,1.0,0.1,3700,0.0,2,0.0,0.0
Sm-147,1.0,0.0,0.0,0,0.0,0,0.0,0.0
Sm-151,1000.0,10.0,0.1,3700,450000.0,1,0.0,0.0
Sm-153,100.0,0.0,0.0,0,0.0,0,0.0,0.00073
Sm-155,100.0,0.0,0.0,0,0.0,0,0.0,0.00764
Sm-156,100.0,0.0,0.0,0,0.0,0,0.0,0.036
Sn-110,100.0,0.0,0.0,0,0.0,0,0.0,0.146
Sn-111,100.0,0.0,0.0,0,0.0,0,0.0,0.254
Sn-113,1.0,0.0,0.0,0,0.0,0,0.202,0.00278
Sn-117m,100.0,0.0,0.0,0,0.0,0,0.0,0.043
Sn-119m,10.0,10.0,1.0,37000,1400000000.0,1,0.0,0.0
Sn-121,1000.0,0.0,0.0,0,0.0,0,0.0,0.0
Sn-121m,1.0,10.0,0.001,37000,370000.0,1,0.0,0.0
Sn-123,100.0,0.0,0.0,0,0.0,0,0.0,0.00317
Sn-123m,100.0,0.0,0.0,0,0.0,0,0.0,0.0432
Sn-125,10.0,0.0,0.0,0,0.0,0,0.0,0.15
Sn-126,0.1,0.01,0.001,0,2.7,1,0.0,0.0
Sn-127,10.0,0.0,0.0,0,0.0,0,0.0,0.809
Sn-128,10.0,0.0,0.0,0,0.0,0,0.0,0.32
Sr-80,1000.0,0.0,0.0,0,0.0,0,0.0,0.254
Sr-81,10.0,0.0,0.0,0,0.0,0,0.0,0.779
Sr-82,10.0,0.0,0.0,0,0.0,0,0.0,0.0
Sr-83,10.0,0.0,0.0,0,0.0,0,0.0,0.434
Sr-85,1.0,0.0,0.0,0,0.0,0,0.0,0.299
Sr-85m,100.0,0.0,0.0,0,0.0,0,0.0,0.101
Sr-87m,100.0,0.0,0.0,0,0.0,0,0.0,0.191
Sr-89,1000.0,0.0,0.0,0,0.0,0,0.0,5e-05
Sr-90,1.0,1.0,1.0,3700,6000000.0,1,0.0,0.0
Sr-91,10.0,0.0,0.0,0,0.0,0,0.0,0.362
Sr-92,10.0,0.0,0.0,0,0.0,0,0.0,0.491
Ta-172,10.0,0.0,0.0,0,0.0,0,0.0,0.789
Ta-173,10.0,0.0,0.0,0,0.0,0,0.0,0.223
Ta-174,10.0,0.0,0.0,0,0.0,0,0.0,0.41
Ta-175,10.0,0.0,0.0,0,0.0,0,0.0,0.349
Ta-176,10.0,0.0,0.0,0,0.0,0,0.0,0.735
Ta-177,100.0,0.0,0.0,0,0.0,0,0.0,0.00535
Ta-178,10.0,0.0,0.0,0,0.0,0,0.0,0.0275
Ta-178-1,0.0,0.0,0.0,0,0.0,0,0.0,0.0
Ta-178m,10.0,0.0,0.0,0,0.0,0,0.0,0.566
Ta-179,10.0,10.0,1.0,0,0.0,1,0.0,0.0
Ta-180,10.0,0.0,0.0,0,0.0,0,0.0,0.0
Ta-180m,1000.0,0.0,0.0,0,0.0,0,0.0,0.268
Ta-182,0.1,0.0,0.0,0,0.0,0,0.398,0.525
Ta-182m,100.0,0.0,0.0,0,0.0,0,0.0,0.0
Ta-183,10.0,0.0,0.0,0,0.0,0,0.0,0.105
Ta-184,10.0,0.0,0.0,0,0.0,0,0.0,0.821
Ta-185,100.0,0.0,0.0,0,0.0,0,0.0,0.0487
Ta-186,10.0,0.0,0.0,0,0.0,0,0.0,0.695
Tb-147,10.0,0.0,0.0,0,0.0,0,0.0,0.926
Tb-149,0.1,0.0,0.0,0,0.0,0,0.0,0.59
Tb-150,10.0,0.0,0.0,0,0.0,0,0.0,0.83
Tb-151,10.0,0.0,0.0,0,0.0,0,0.0,0.49
Tb-153,10.0,0.0,0.0,0,0.0,0,0.0,0.144
Tb-154,10.0,0.0,0.0,0,0.0,0,0.0,0.651
Tb-155,100.0,0.0,0.0,0,0.0,0,0.0,0.0324
Tb-156,1.0,0.0,0.0,0,0.0,0,0.0,0.848
Tb-156m,10.0,0.0,0.0,0,0.0,0,0.0,0.0
Tb-156n,10000.0,0.0,0.0,0,0.0,0,0.0,0.0
Tb-157,100.0,10.0,1.0,0,0.0,1,0.0,0.0
Tb-158,0.1,0.1,1.0,0,0.0,1,0.0,0.38
Tb-160,1.0,0.0,0.0,0,0.0,0,0.0,0.534
Tb-161,1000.0,0.0,0.0,0,0.0,0,0.0,0.00036
Tc-101,100.0,0.0,0.0,0,0.0,0,0.0,0.188
Tc-104,10.0,0.0,0.0,0,0.0,0,0.0,0.714
Tc-93,10.0,0.0,0.0,0,0.0,0,0.0,0.569
Tc-93m,10.0,0.0,0.0,0,0.0,0,0.0,0.254
Tc-94,10.0,0.0,0.0,0,0.0,0,0.0,1.44
Tc-94m,10.0,0.0,0.0,0,0.0,0,0.0,0.969
Tc-95,10.0,0.0,0.0,0,0.0,0,0.0,0.436
Tc-95m,1.0,0.0,0.0,0,0.0,0,0.0,0.363
Tc-96,1.0,0.0,0.0,0,0.0,0,0.0,1.35
Tc-96m,1000.0,0.0,0.0,0,0.0,0,0.0,0.0204
Tc-97,10.0,10.0,1.0,0,0.0,1,0.0,0.0
Tc-97m,100.0,0.0,0.0,0,0.0,0,0.0,0.0
Tc-98,0.1,0.1,1.0,0,0.0,1,0.0,0.806
Tc-99,1.0,0.01,0.01,0,44000.0,1,0.0,0.0
Tc-99m,100.0,0.0,0.0,0,0.0,0,0.0,0.0287
Te-116,100.0,0.0,0.0,0,0.0,0,0.0,0.027
Te-119m,1.0,0.0,0.0,0,0.0,0,0.0,0.61
Te-121,10.0,0.0,0.0,0,0.0,0,0.0,0.336
Te-121m,1.0,0.0,0.0,0,0.0,0,0.0,0.0915
Te-123,0.1,0.0,0.0,0,0.0,0,0.0,0.0
Te-123m,1.0,0.0,0.0,0,0.0,0,0.0,0.0412
Te-125m,1000.0,0.0,0.0,0,0.0,0,0.0,1e-05
Te-127,1000.0,0.0,0.0,0,0.0,0,0.0,0.00287
Te-127m,10.0,0.0,0.0,0,0.0,0,0.0,6e-05
Te-129,100.0,0.0,0.0,0,0.0,0,0.0,0.0333
Te-129m,10.0,0.0,0.0,0,0.0,0,0.0,0.017
Te-131,100.0,0.0,0.0,0,0.0,0,0.0,0.195
Te-131m,10.0,0.0,0.0,0,0.0,0,0.0,0.673
Te-132,1.0,0.0,0.0,0,0.0,0,0.0,0.0964
Te-133,10.0,0.0,0.0,0,0.0,0,0.0,0.524
Te-133m,10.0,0.0,0.0,0,0.0,0,0.0,0.765
Te-134,10.0,0.0,0.0,0,0.0,0,0.0,0.471
Th-226,1000.0,0.0,0.0,0,0.0,0,0.0,0.00153
Th-227,10.0,0.0,0.0,0,0.0,0,0.0,0.0742
Th-228,0.1,0.1,0.1,3700,0.0,3,0.0,0.00036
Th-229,0.1,0.1,0.1,3700,0.0,2,0.0,0.0111
Th-230,0.1,1.0,0.1,3700,0.0,2,0.0,4e-05
Th-231,1000.0,0.0,0.0,0,0.0,0,0.0,0.00025
Th-232,0.1,0.01,0.1,37,1100.0,2,0.0,1e-05
Th-234,100.0,0.0,0.0,0,0.0,0,0.0,2e-05
Ti-44,0.1,0.1,1.0,0,0.0,1,0.0,3e-05
Ti-45,10.0,0.0,0.0,0,0.0,0,0.0,0.528
Tl-194,10.0,0.0,0.0,0,0.0,0,0.0,0.578
Tl-194m,10.0,0.0,0.0,0,0.0,0,0.0,1.27
Tl-195,10.0,0.0,0.0,0,0.0,0,0.0,0.46
Tl-197,100.0,0.0,0.0,0,0.0,0,0.0,0.184
Tl-198,10.0,0.0,0.0,0,0.0,0,0.0,0.743
Tl-198m,10.0,0.0,0.0,0,0.0,0,0.0,0.673
Tl-199,100.0,0.0,0.0,0,0.0,0,0.0,0.0955
Tl-200,10.0,0.0,0.0,0,0.0,0,0.0,0.599
Tl-201,100.0,0.0,0.0,0,0.0,0,0.0,0.00654
Tl-202,10.0,0.0,0.0,0,0.0,0,0.0,0.246
Tl-204,1.0,10.0,1.0,37000,3300000000.0,1,0.0,0.0
Tl-208,10.0,0.0,0.0,0,0.0,0,0.0,0.899
Tl-209,100.0,0.0,0.0,0,0.0,0,0.0,0.775
Tm-162,10.0,0.0,0.0,0,0.0,0,0.0,0.532
Tm-166,10.0,0.0,0.0,0,0.0,0,0.0,0.747
Tm-167,100.0,0.0,0.0,0,0.0,0,0.0,0.0435
Tm-170,100.0,0.0,0.0,0,0.0,0,0.0,0.0
Tm-171,1000.0,10.0,1.0,0,0.0,1,0.0,0.0
Tm-172,10.0,0.0,0.0,0,0.0,0,0.0,0.168
Tm-173,100.0,0.0,0.0,0,0.0,0,0.0,0.23
Tm-175,10.0,0.0,0.0,0,0.0,0,0.0,0.633
U-230,10.0,0.0,0.0,0,0.0,0,0.0,0.00024
U-231,100.0,0.0,0.0,0,0.0,0,0.0,0.00098
U-232,0.1,1.0,0.1,3700,0.0,2,0.0,2e-05
U-233,1.0,1.0,0.1,3700,0.0,2,0.0,6e-05
U-234,1.0,1.0,1.0,3700,0.0,2,0.0,1e-05
U-235,1.0,0.1,0.1,3700,0.0,2,0.0,0.0553
U-236,10.0,1.0,0.1,3700,0.0,2,0.0,0.0
U-237,100.0,0.0,0.0,0,0.0,0,0.0,0.0254
U-238,1.0,1.0,1.0,3700,0.0,2,0.0,0.0
U-239,100.0,0.0,0.0,0,0.0,0,0.0,0.00536
U-240,100.0,0.0,0.0,0,0.0,0,0.0,0.00035
V-47,10.0,0.0,0.0,0,0.0,0,0.0,0.602
V-48,1.0,0.0,0.0,0,0.0,0,0.0,1.34
V-49,10000.0,10.0,1.0,0,0.0,1,0.0,0.0
W-176,100.0,0.0,0.0,0,0.0,0,0.0,0.0
W-177,10.0,0.0,0.0,0,0.0,0,0.0,0.341
W-178,10.0,0.0,0.0,0,0.0,0,0.0,0.0
W-179,100.0,0.0,0.0,0,0.0,0,0.0,3e-05
W-181,10.0,0.0,0.0,0,0.0,0,0.0,4e-05
W-185,1000.0,0.0,0.0,0,0.0,0,0.0,0.0
W-187,10.0,0.0,0.0,0,0.0,0,0.0,0.298
W-188,10.0,0.0,0.0,0,0.0,0,0.0,0.00089
Xe-122,0.0,0.0,0.0,0,0.0,0,0.0,0.024
Xe-123,0.0,0.0,0.0,0,0.0,0,0.0,0.288
Xe-125,0.0,0.0,0.0,0,0.0,0,0.0,0.11
Xe-127,0.0,0.0,1.0,0,0.0,1,0.0,0.115
Xe-129m,0.0,0.0,1.0,0,0.0,1,0.0,0.00386
Xe-131m,0.0,0.0,1.0,0,0.0,1,0.0,0.00104
Xe-133,0.0,0.0,1.0,0,0.0,1,0.0,5e-05
Xe-133m,0.0,0.0,1.0,0,0.0,1,0.0,0.0115
Xe-135,0.0,0.0,0.0,0,0.0,0,0.0,0.127
Xe-135m,0.0,0.0,0.0,0,0.0,0,0.0,0.258
Xe-137,0.0,0.0,0.0,0,0.0,0,0.0,0.102
Xe-138,0.0,0.0,0.0,0,0.0,0,0.0,0.367
Y-86,1.0,0.0,0.0,0,0.0,0,0.0,1.58
Y-86m,100.0,0.0,0.0,0,0.0,0,0.0,0.0986
Y-87,10.0,0.0,0.0,0,0.0,0,0.0,0.266
Y-88,0.1,0.0,0.0,0,0.0,0,0.0,0.919
Y-90,1000.0,0.0,0.0,0,0.0,0,0.0,0.0
Y-90m,10.0,0.0,0.0,0,0.0,0,0.0,0.35
Y-91,100.0,0.0,0.0,0,0.0,0,0.0,0.0013
Y-91m,100.0,0.0,0.0,0,0.0,0,0.0,0.319
Y-92,100.0,0.0,0.0,0,0.0,0,0.0,0.118
Y-93,100.0,0.0,0.0,0,0.0,0,0.0,0.037
Y-94,10.0,0.0,0.0,0,0.0,0,0.0,0.359
Y-95,10.0,0.0,0.0,0,0.0,0,0.0,0.238
Yb-162,100.0,0.0,0.0,0,0.0,0,0.0,0.0811
Yb-166,100.0,0.0,0.0,0,0.0,0,0.0,0.0
Yb-167,100.0,0.0,0.0,0,0.0,0,0.0,0.0306
Yb-169,10.0,0.0,0.0,0,0.0,0,0.0,0.0686
Yb-175,100.0,0.0,0.0,0,0.0,0,0.0,0.0415
Yb-177,100.0,0.0,0.0,0,0.0,0,0.0,0.0798
Yb-178,1000.0,0.0,0.0,0,0.0,0,0.0,0.364
Zn-62,100.0,0.0,0.0,0,0.0,0,0.0,0.256
Zn-63,10.0,0.0,0.0,0,0.0,0,0.0,0.65
Zn-65,0.1,0.1,1.0,10000,600000000.0,1,0.258,0.26
Zn-69,1000.0,0.0,0.0,0,0.0,0,0.0,0.0
Zn-69m,10.0,0.0,0.0,0,0.0,0,0.0,0.252
